Comment;clean_text;normalized_text;processed_text;tokens;aktor;isu;sentiment;pre_label;manual_label
Justru bagus kalau TNI ikut dampingin program desa, kerja jadi lebih cepat dan rapi.;Justru bagus kalau TNI ikut dampingin program desa kerja jadi lebih cepat dan rapi;justru bagus kalau tni ikut dampingin program desa kerja jadi lebih cepat dan rapi;justru bagus kalau tni ikut dampingin program desa kerja jadi lebih cepat dan rapi;['justru', 'bagus', 'kalau', 'tni', 'ikut', 'dampingin', 'program', 'desa', 'kerja', 'jadi', 'lebih', 'cepat', 'dan', 'rapi'];TNI;Militerisasi, Kebijakan;Mendukung;Mendukung;Mendukung
Daraipada hamay membuwat berita yg tidak membangun lebih baik bekerja dengan membangun seuberdaya masyarakat;Daraipada hamay membuwat berita yg tidak membangun lebih baik bekerja dengan membangun seuberdaya masyarakat;daraipada hamay membuwat berita yang tidak membangun lebih baik bekerja dengan membangun seuberdaya masyarakat;daraipada hamay membuwat berita yang tidak membangun lebih baik bekerja dengan membangun seuberdaya masyarakat;['daraipada', 'hamay', 'membuwat', 'berita', 'yang', 'tidak', 'membangun', 'lebih', 'baik', 'bekerja', 'dengan', 'membangun', 'seuberdaya', 'masyarakat'];Tidak Terdeteksi;Lainnya;Mendukung;Mendukung;Menolak
Salah satu strategi memenangi pemilu nnti ketika menjelang pemilu organisasi koperasi yang sudah di bentuk di gerakan untuk menjadi mesin politik. Cara ini yang di pakai pada program Dana Desa untuk bisa mengakomodir APDESI seperti  pada pilpres kemarin APDESi di gerakan utk mendukung calon yang di inginkan penguasa.;Salah satu strategi memenangi pemilu nnti ketika menjelang pemilu organisasi koperasi yang sudah di bentuk di gerakan untuk menjadi mesin politik Cara ini yang di pakai pada program Dana Desa untuk bisa mengakomodir APDESI seperti pada pilpres kemarin APDESi di gerakan utk mendukung calon yang di inginkan penguasa;salah satu strategi memenangi pemilu nnti ketika menjelang pemilu organisasi koperasi yang sudah di bentuk di gerakan untuk menjadi mesin politik cara ini yang di pakai pada program dana desa untuk bisa mengakomodir apdesi seperti pada pilpres kemarin apdesi di gerakan untuk mendukung calon yang di inginkan penguasa;salah satu strategi memenangi pemilu nnti ketika menjelang pemilu organisasi koperasi yang sudah di bentuk di gerakan untuk menjadi mesin politik cara ini yang di pakai pada program dana desa untuk bisa mengakomodir apdesi seperti pada pilpres kemarin apdesi di gerakan untuk mendukung calon yang di inginkan penguasa;['salah', 'satu', 'strategi', 'memenangi', 'pemilu', 'nnti', 'ketika', 'menjelang', 'pemilu', 'organisasi', 'koperasi', 'yang', 'sudah', 'di', 'bentuk', 'di', 'gerakan', 'untuk', 'menjadi', 'mesin', 'politik', 'cara', 'ini', 'yang', 'di', 'pakai', 'pada', 'program', 'dana', 'desa', 'untuk', 'bisa', 'mengakomodir', 'apdesi', 'seperti', 'pada', 'pilpres', 'kemarin', 'apdesi', 'di', 'gerakan', 'untuk', 'mendukung', 'calon', 'yang', 'di', 'inginkan', 'penguasa'];Tidak Terdeteksi;Dana Desa, Kebijakan;Mendukung;Mendukung;Diskusi
Cara cepat dapat duit bisa dari pengesahan RUU perampasan aset dari koruptor. Kan banyak tuh korupsinya.;Cara cepat dapat duit bisa dari pengesahan RUU perampasan aset dari koruptor Kan banyak tuh korupsinya;cara cepat dapat uang bisa dari pengesahan ruu perampasan aset dari koruptor banyak tuh korupsinya;cara cepat dapat uang bisa dari pengesahan ruu perampasan aset dari koruptor banyak tuh korupsinya;['cara', 'cepat', 'dapat', 'uang', 'bisa', 'dari', 'pengesahan', 'ruu', 'perampasan', 'aset', 'dari', 'koruptor', 'banyak', 'tuh', 'korupsinya'];Tidak Terdeteksi;Korupsi;Menolak;Menolak;Menolak
Ini di sambut baik oleh warga +62 ... Indonesia sudah biasa memberikan Bantuan Langsung Tunai, mereka bahagia sekali ... bisa di manfaatkan harapan nya tanpa harus kembali, itu yang pertama. Selanjutnya, kalau budidaya koruptor masih di pertahankan, ini juga punya image positif bagi calon koruptor receh.  Yang triliunan hanya hitungan tahun ... ya kalau di bawah 5 milya, rasanya ya hitungan bulan lah ... asyik. Selamat bahagia para calon koruptor receh anda pasti dapat cuan fresh ...;Ini di sambut baik oleh warga 62 Indonesia sudah biasa memberikan Bantuan Langsung Tunai mereka bahagia sekali bisa di manfaatkan harapan nya tanpa harus kembali itu yang pertama Selanjutnya kalau budidaya koruptor masih di pertahankan ini juga punya image positif bagi calon koruptor receh Yang triliunan hanya hitungan tahun ya kalau di bawah 5 milya rasanya ya hitungan bulan lah asyik Selamat bahagia para calon koruptor receh anda pasti dapat cuan fresh;ini di sambut baik oleh warga 62 indonesia sudah biasa memberikan bantuan langsung tunai mereka bahagia sekali bisa di manfaatkan harapan nya tanpa harus kembali itu yang pertama selanjutnya kalau budidaya koruptor masih di pertahankan ini juga punya image positif bagi calon koruptor receh yang triliunan hanya hitungan tahun ya kalau di bawah 5 milya rasanya ya hitungan bulan asyik selamat bahagia para calon koruptor receh kamu pasti dapat keuntungan fresh;ini di sambut baik oleh warga 62 indonesia sudah biasa memberikan bantuan langsung tunai mereka bahagia sekali bisa di manfaatkan harapan nya tanpa harus kembali itu yang pertama selanjutnya kalau budidaya koruptor masih di pertahankan ini juga punya image positif bagi calon koruptor receh yang triliunan hanya hitungan tahun kalau di bawah milya rasanya hitungan bulan asyik selamat bahagia para calon koruptor receh kamu pasti dapat keuntungan fresh;['ini', 'di', 'sambut', 'baik', 'oleh', 'warga', '62', 'indonesia', 'sudah', 'biasa', 'memberikan', 'bantuan', 'langsung', 'tunai', 'mereka', 'bahagia', 'sekali', 'bisa', 'di', 'manfaatkan', 'harapan', 'nya', 'tanpa', 'harus', 'kembali', 'itu', 'yang', 'pertama', 'selanjutnya', 'kalau', 'budidaya', 'koruptor', 'masih', 'di', 'pertahankan', 'ini', 'juga', 'punya', 'image', 'positif', 'bagi', 'calon', 'koruptor', 'receh', 'yang', 'triliunan', 'hanya', 'hitungan', 'tahun', 'kalau', 'di', 'bawah', 'milya', 'rasanya', 'hitungan', 'bulan', 'asyik', 'selamat', 'bahagia', 'para', 'calon', 'koruptor', 'receh', 'kamu', 'pasti', 'dapat', 'keuntungan', 'fresh'];Tidak Terdeteksi;Korupsi;Out_of_Topic;Out_of_Topic;Menolak
"apapun masalahnya ??
goyang solusinya ????";apapun masalahnya goyang solusinya;apapun masalahnya goyang solusinya;apapun masalahnya goyang solusinya;['apapun', 'masalahnya', 'goyang', 'solusinya'];Tidak Terdeteksi;Lainnya;Mendukung;Mendukung;Menolak
"Sblm dibangun Kopdes dan terbentuk AHU pengurus Kopdes dibentuk melalui Musdes di desa, sdh bergelut utk membantu pembangunan gedung Kopdes, skrg pengurus Kopdes yg diatas 35th tdk bs berkompetensi (Gmn ini Pak Menteri.......)
Potensi utk pemgabdian real saat ini di masy msh bnyk usia diatas 35 th yg blm pny pelerjaan scr jelas  (D3/D4/S1) umur maks 35 th perlu di evaluasi kinerjanya nanti di masy desa.";Sblm dibangun Kopdes dan terbentuk AHU pengurus Kopdes dibentuk melalui Musdes di desa sdh bergelut utk membantu pembangunan gedung Kopdes skrg pengurus Kopdes yg diatas 35th tdk bs berkompetensi Gmn ini Pak Menteri Potensi utk pemgabdian real saat ini di masy msh bnyk usia diatas 35 th yg blm pny pelerjaan scr jelas D3 D4 S1 umur maks 35 th perlu di evaluasi kinerjanya nanti di masy desa;sblm dibangun koperasi desa dan terbentuk ahu pengurus koperasi desa dibentuk melalui musdes di desa sudah bergelut untuk membantu pembangunan gedung koperasi desa sekarang pengurus koperasi desa yang diatas 35th tidak bisa berkompetensi bagaimana ini pak menteri potensi untuk pemgabdian real saat ini di masy msh bnyk usia diatas 35 th yang belum pny pelerjaan scr jelas d3 d4 s1 umur maks 35 th perlu di evaluasi kinerjanya nanti di masy desa;sblm dibangun koperasi desa dan terbentuk ahu pengurus koperasi desa dibentuk melalui musdes di desa sudah bergelut untuk membantu pembangunan gedung koperasi desa sekarang pengurus koperasi desa yang diatas 35th tidak bisa berkompetensi bagaimana ini pak menteri potensi untuk pemgabdian real saat ini di masy msh bnyk usia diatas 35 th yang belum pny pelerjaan scr jelas d3 d4 s1 umur maks 35 th perlu di evaluasi kinerjanya nanti di masy desa;['sblm', 'dibangun', 'koperasi', 'desa', 'dan', 'terbentuk', 'ahu', 'pengurus', 'koperasi', 'desa', 'dibentuk', 'melalui', 'musdes', 'di', 'desa', 'sudah', 'bergelut', 'untuk', 'membantu', 'pembangunan', 'gedung', 'koperasi', 'desa', 'sekarang', 'pengurus', 'koperasi', 'desa', 'yang', 'diatas', '35th', 'tidak', 'bisa', 'berkompetensi', 'bagaimana', 'ini', 'pak', 'menteri', 'potensi', 'untuk', 'pemgabdian', 'real', 'saat', 'ini', 'di', 'masy', 'msh', 'bnyk', 'usia', 'diatas', '35', 'th', 'yang', 'belum', 'pny', 'pelerjaan', 'scr', 'jelas', 'd3', 'd4', 's1', 'umur', 'maks', '35', 'th', 'perlu', 'di', 'evaluasi', 'kinerjanya', 'nanti', 'di', 'masy', 'desa'];KDMP;Pengelolaan;Mendukung;Mendukung;Netral
Bagus itu, koperasi merah putih mantap;Bagus itu koperasi merah putih mantap;bagus itu koperasi desa merah putih mantap;bagus itu koperasi desa merah putih mantap;['bagus', 'itu', 'koperasi', 'desa', 'merah', 'putih', 'mantap'];KDMP;Lainnya;Mendukung;Mendukung;Mendukung
nh sekarang bisa diliat, alih2 memajukan industri lokal;nh sekarang bisa diliat alih2 memajukan industri lokal;nh sekarang bisa diliat alih2 memajukan industri lokal;nh sekarang bisa diliat alih2 memajukan industri lokal;['nh', 'sekarang', 'bisa', 'diliat', 'alih2', 'memajukan', 'industri', 'lokal'];Tidak Terdeteksi;Lainnya;Mendukung;Mendukung;Menolak
Yha mestinya kita harus tau pengalaman pimpinan yang dulu dulu masalah koperasi ini tidak pernah menguntungkan rakyat yang menikmati pengurusnya bukan rakyatnya seperti KUD ini  dan masih ada lainya yang modelnya seperti koperasi, ini cuma menggendut kan pengurusnya.;Yha mestinya kita harus tau pengalaman pimpinan yang dulu dulu masalah koperasi ini tidak pernah menguntungkan rakyat yang menikmati pengurusnya bukan rakyatnya seperti KUD ini dan masih ada lainya yang modelnya seperti koperasi ini cuma menggendut kan pengurusnya;yha mestinya kita harus tahu pengalaman pimpinan yang dulu dulu masalah koperasi ini tidak pernah menguntungkan rakyat yang menikmati pengurusnya bukan rakyatnya seperti koperasi unit desa ini dan masih ada lainya yang modelnya seperti koperasi ini hanya menggendut pengurusnya;yha mestinya kita harus tahu pengalaman pimpinan yang dulu dulu masalah koperasi ini tidak pernah menguntungkan rakyat yang menikmati pengurusnya bukan rakyatnya seperti koperasi unit desa ini dan masih ada lainya yang modelnya seperti koperasi ini hanya menggendut pengurusnya;['yha', 'mestinya', 'kita', 'harus', 'tahu', 'pengalaman', 'pimpinan', 'yang', 'dulu', 'dulu', 'masalah', 'koperasi', 'ini', 'tidak', 'pernah', 'menguntungkan', 'rakyat', 'yang', 'menikmati', 'pengurusnya', 'bukan', 'rakyatnya', 'seperti', 'koperasi', 'unit', 'desa', 'ini', 'dan', 'masih', 'ada', 'lainya', 'yang', 'modelnya', 'seperti', 'koperasi', 'ini', 'hanya', 'menggendut', 'pengurusnya'];Tidak Terdeteksi;Pengelolaan, KUD;Diskusi;Diskusi;Menolak
"Ntah negara ini mau dibawa kmna , negara yg kaya akan sumber daya alam ...
Dengan julukan negara 1000 pulau yg dmna stiap pulau punya tmpt destinasi wisata,budaya , dan makanan khas ... Tapi bisa jadi negara yg ngk ada arah tujuan sangatlah miris ...
Padahal ekonomi negara ini bisa dibangun dari , minyak hasil kelapa sawit, pariwisata , export import , pertambangan, pertanian, budidaya ikan/ peternakan karna punya tanah yg subur dan tidak kekurangan air tapi asudahlah hidup dinegara ditengah"" grombolan tikus pilihannya cuman 2 menghindari tikus / menunggu digigit tikus ...";Ntah negara ini mau dibawa kmna negara yg kaya akan sumber daya alam Dengan julukan negara 1000 pulau yg dmna stiap pulau punya tmpt destinasi wisata budaya dan makanan khas Tapi bisa jadi negara yg ngk ada arah tujuan sangatlah miris Padahal ekonomi negara ini bisa dibangun dari minyak hasil kelapa sawit pariwisata export import pertambangan pertanian budidaya ikan peternakan karna punya tanah yg subur dan tidak kekurangan air tapi asudahlah hidup dinegara ditengah grombolan tikus pilihannya cuman 2 menghindari tikus menunggu digigit tikus;ntah negara ini mau dibawa kmna negara yang kaya akan sumber daya alam dengan julukan negara 1000 pulau yang dmna stiap pulau punya tmpt destinasi wisata budaya dan makanan khas tapi bisa jadi negara yang ngk ada arah tujuan sangatlah miris padahal ekonomi negara ini bisa dibangun dari minyak hasil kelapa sawit pariwisata export import pertambangan pertanian budidaya ikan peternakan karna punya tanah yang subur dan tidak kekurangan air tapi asudahlah hidup dinegara ditengah grombolan tikus pilihannya cuman 2 menghindari tikus menunggu digigit tikus;ntah negara ini mau dibawa kmna negara yang kaya akan sumber daya alam dengan julukan negara 1000 pulau yang dmna stiap pulau punya tmpt destinasi wisata budaya dan makanan khas tapi bisa jadi negara yang ngk ada arah tujuan sangatlah miris padahal ekonomi negara ini bisa dibangun dari minyak hasil kelapa sawit pariwisata export import pertambangan pertanian budidaya ikan peternakan karna punya tanah yang subur dan tidak kekurangan air tapi asudahlah hidup dinegara ditengah grombolan tikus pilihannya cuman menghindari tikus menunggu digigit tikus;['ntah', 'negara', 'ini', 'mau', 'dibawa', 'kmna', 'negara', 'yang', 'kaya', 'akan', 'sumber', 'daya', 'alam', 'dengan', 'julukan', 'negara', '1000', 'pulau', 'yang', 'dmna', 'stiap', 'pulau', 'punya', 'tmpt', 'destinasi', 'wisata', 'budaya', 'dan', 'makanan', 'khas', 'tapi', 'bisa', 'jadi', 'negara', 'yang', 'ngk', 'ada', 'arah', 'tujuan', 'sangatlah', 'miris', 'padahal', 'ekonomi', 'negara', 'ini', 'bisa', 'dibangun', 'dari', 'minyak', 'hasil', 'kelapa', 'sawit', 'pariwisata', 'export', 'import', 'pertambangan', 'pertanian', 'budidaya', 'ikan', 'peternakan', 'karna', 'punya', 'tanah', 'yang', 'subur', 'dan', 'tidak', 'kekurangan', 'air', 'tapi', 'asudahlah', 'hidup', 'dinegara', 'ditengah', 'grombolan', 'tikus', 'pilihannya', 'cuman', 'menghindari', 'tikus', 'menunggu', 'digigit', 'tikus'];Tidak Terdeteksi;Lainnya;Netral;Netral;Menolak
"Wowo itu udah tua dan pikun omon2nya keren tapi realisasinya prank doang.
Kayak negeri sinetron, banyak dramanya ??";Wowo itu udah tua dan pikun omon2nya keren tapi realisasinya prank doang Kayak negeri sinetron banyak dramanya;prabowo itu sudah tua dan pikun omon2nya keren tapi realisasinya prank doang kayak negeri sinetron banyak dramanya;prabowo itu sudah tua dan pikun omon2nya keren tapi realisasinya prank doang kayak negeri sinetron banyak dramanya;['prabowo', 'itu', 'sudah', 'tua', 'dan', 'pikun', 'omon2nya', 'keren', 'tapi', 'realisasinya', 'prank', 'doang', 'kayak', 'negeri', 'sinetron', 'banyak', 'dramanya'];Prabowo;Lainnya;Mendukung;Mendukung;Menolak
Bagi-bagi.... MBG coklat KDMP ijo..., sama2 dapet bagian kendraan operasional...., ??????;Bagi bagi MBG coklat KDMP ijo sama2 dapet bagian kendraan operasional;bagi bagi mbg coklat koperasi desa merah putih ijo sama2 dapet bagian kendraan operasional;bagi bagi mbg coklat koperasi desa merah putih ijo sama2 dapet bagian kendraan operasional;['bagi', 'bagi', 'mbg', 'coklat', 'koperasi', 'desa', 'merah', 'putih', 'ijo', 'sama2', 'dapet', 'bagian', 'kendraan', 'operasional'];KDMP;Lainnya;Netral;Netral;Menolak
Bagus sekaoi proyek ini untuk momentum kesejahteraan prajurit TNI;Bagus sekaoi proyek ini untuk momentum kesejahteraan prajurit TNI;bagus sekaoi proyek ini untuk momentum kesejahteraan prajurit tni;bagus sekaoi proyek ini untuk momentum kesejahteraan prajurit tni;['bagus', 'sekaoi', 'proyek', 'ini', 'untuk', 'momentum', 'kesejahteraan', 'prajurit', 'tni'];TNI;Militerisasi;Mendukung;Mendukung;Menolak
Terlanjur tidak bertanggung jawab?;Terlanjur tidak bertanggung jawab;terlanjur tidak bertanggung jawab;terlanjur tidak bertanggung jawab;['terlanjur', 'tidak', 'bertanggung', 'jawab'];Tidak Terdeteksi;Lainnya;Netral;Netral;Menolak
Bedanya china,korea dll kenapa maju... karena mereka prioritasin beli produk dalam negeri dulu. kecuali gak ada baru import... ini merah putih tapi gak cinta indonesia.;Bedanya china korea dll kenapa maju karena mereka prioritasin beli produk dalam negeri dulu kecuali gak ada baru import ini merah putih tapi gak cinta indonesia;bedanya china korea dan lain-lain kenapa maju karena mereka prioritasin beli produk dalam negeri dulu kecuali tidak ada baru import ini merah putih tapi tidak cinta indonesia;bedanya china korea dan lain-lain kenapa maju karena mereka prioritasin beli produk dalam negeri dulu kecuali tidak ada baru import ini merah putih tapi tidak cinta indonesia;['bedanya', 'china', 'korea', 'dan', 'lain-lain', 'kenapa', 'maju', 'karena', 'mereka', 'prioritasin', 'beli', 'produk', 'dalam', 'negeri', 'dulu', 'kecuali', 'tidak', 'ada', 'baru', 'import', 'ini', 'merah', 'putih', 'tapi', 'tidak', 'cinta', 'indonesia'];Tidak Terdeteksi;Lainnya;Diskusi;Diskusi;Menolak
Rakyat tidak butuh MBG dan koperasi merah putih rakyat butuh lapangan kerja program Prabowo aneh2 ... Buang2 anggaran negara ...;Rakyat tidak butuh MBG dan koperasi merah putih rakyat butuh lapangan kerja program Prabowo aneh2 Buang2 anggaran negara;rakyat tidak butuh mbg dan koperasi desa merah putih rakyat butuh lapangan kerja program prabowo aneh2 buang2 anggaran negara;rakyat tidak butuh mbg dan koperasi desa merah putih rakyat butuh lapangan kerja program prabowo aneh2 buang2 anggaran negara;['rakyat', 'tidak', 'butuh', 'mbg', 'dan', 'koperasi', 'desa', 'merah', 'putih', 'rakyat', 'butuh', 'lapangan', 'kerja', 'program', 'prabowo', 'aneh2', 'buang2', 'anggaran', 'negara'];Prabowo, KDMP;Kebijakan;Menolak;Menolak;Menolak
Koperasi di Konoha tidak akan sukses. Bukankah selama ini koperasi banyak yang diselewengkan oleh para pengurusnya sendiri?;Koperasi di Konoha tidak akan sukses Bukankah selama ini koperasi banyak yang diselewengkan oleh para pengurusnya sendiri;koperasi di konoha tidak akan sukses bukankah selama ini koperasi banyak yang diselewengkan oleh para pengurusnya sendiri;koperasi di konoha tidak akan sukses bukankah selama ini koperasi banyak yang diselewengkan oleh para pengurusnya sendiri;['koperasi', 'di', 'konoha', 'tidak', 'akan', 'sukses', 'bukankah', 'selama', 'ini', 'koperasi', 'banyak', 'yang', 'diselewengkan', 'oleh', 'para', 'pengurusnya', 'sendiri'];Tidak Terdeteksi;Pengelolaan;Mendukung;Mendukung;Menolak
Bersyukurlah kalian yg jujur dan tdk lulus. Rezeki yg diperoleh dgn cara yg tdk benar dan tidak halal merupakan rezeki yg tdk ada hak kepemilikannya. Siap2 dimintai pertgjawban di akherat ya.. Semoga Allah mempermudah niat baik rekan2 yg berjuang dgn cara jujur;Bersyukurlah kalian yg jujur dan tdk lulus Rezeki yg diperoleh dgn cara yg tdk benar dan tidak halal merupakan rezeki yg tdk ada hak kepemilikannya Siap2 dimintai pertgjawban di akherat ya Semoga Allah mempermudah niat baik rekan2 yg berjuang dgn cara jujur;bersyukurlah kalian yang jujur dan tidak lulus rezeki yang diperoleh dengan cara yang tidak benar dan tidak halal merupakan rezeki yang tidak ada hak kepemilikannya siap2 dimintai pertgjawban di akherat ya semoga allah mempermudah niat baik rekan2 yang berjuang dengan cara jujur;bersyukurlah kalian yang jujur dan tidak lulus rezeki yang diperoleh dengan cara yang tidak benar dan tidak halal merupakan rezeki yang tidak ada hak kepemilikannya siap2 dimintai pertgjawban di akherat semoga allah mempermudah niat baik rekan2 yang berjuang dengan cara jujur;['bersyukurlah', 'kalian', 'yang', 'jujur', 'dan', 'tidak', 'lulus', 'rezeki', 'yang', 'diperoleh', 'dengan', 'cara', 'yang', 'tidak', 'benar', 'dan', 'tidak', 'halal', 'merupakan', 'rezeki', 'yang', 'tidak', 'ada', 'hak', 'kepemilikannya', 'siap2', 'dimintai', 'pertgjawban', 'di', 'akherat', 'semoga', 'allah', 'mempermudah', 'niat', 'baik', 'rekan2', 'yang', 'berjuang', 'dengan', 'cara', 'jujur'];Tidak Terdeteksi;Lainnya;Mendukung;Mendukung;Netral
